Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 2.638ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.338ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.596ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.118ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.584ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.571ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.399ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.683ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.206ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.450ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.361ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.380ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.538ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.167ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.530ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.431ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     2.18ms    2.66ms 104.13ms   93.37%
    Req/Sec     1.32k   583.35     4.55k    70.50%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.50ms
 75.000%    2.47ms
 90.000%    4.11ms
 99.000%   13.53ms
 99.900%   31.82ms
 99.990%   50.24ms
 99.999%   75.52ms
100.000%  104.19ms

  Detailed Percentile spectrum:
      61.343     0.999963     11797058     27306.67
      64.255     0.999969     11797130     32768.00
      65.439     0.999973     11797167     36408.89
      66.943     0.999976     11797204     40960.00
      68.543     0.999979     11797238     46811.43
      69.823     0.999982     11797274     54613.33
      71.679     0.999985     11797310     65536.00
      73.215     0.999986     11797331     72817.78
      73.919     0.999988     11797346     81920.00
      75.007     0.999989     11797364     93622.86
      75.903     0.999991     11797382    109226.67
      78.271     0.999992     11797400    131072.00
      78.847     0.999993     11797409    145635.56
      80.319     0.999994     11797418    163840.00
      82.559     0.999995     11797427    187245.71
      83.647     0.999995     11797436    218453.33
      85.311     0.999996     11797446    262144.00
      86.079     0.999997     11797450    291271.11
      86.463     0.999997     11797454    327680.00
      87.743     0.999997     11797459    374491.43
      88.447     0.999998     11797463    436906.67
      90.623     0.999998     11797468    524288.00
      91.519     0.999998     11797470    582542.22
      93.119     0.999998     11797472    655360.00
      94.143     0.999999     11797475    748982.86
      95.103     0.999999     11797477    873813.33
      95.423     0.999999     11797479   1048576.00
      95.679     0.999999     11797480   1165084.44
      97.087     0.999999     11797481   1310720.00
      97.727     0.999999     11797483   1497965.71
      98.111     0.999999     11797484   1747626.67
      98.175     1.000000     11797485   2097152.00
      98.175     1.000000     11797485   2330168.89
      99.839     1.000000     11797486   2621440.00
     100.927     1.000000     11797487   2995931.43
     100.927     1.000000     11797487   3495253.33
     102.783     1.000000     11797488   4194304.00
     102.783     1.000000     11797488   4660337.78
     102.783     1.000000     11797488   5242880.00
     103.743     1.000000     11797489   5991862.86
     103.743     1.000000     11797489   6990506.67
     103.743     1.000000     11797489   8388608.00
     103.743     1.000000     11797489   9320675.55
     103.743     1.000000     11797489  10485760.00
     104.191     1.000000     11797490  11983725.71
     104.191     1.000000     11797490          inf
#[Mean    =        2.178, StdDeviation   =        2.657]
#[Max     =      104.128, Total count    =     11797490]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  11998675 requests in 10.00m, 2.00GB read
Requests/sec:  19997.80
Transfer/sec:      3.41MB
